TAXON_ORDER,CATEGORY,SPECIES_CODE,PRIMARY_COM_NAME,SCI_NAME,ORDER1,FAMILY,SPECIES_GROUP,REPORT_AS
5088,issf,clarai1,Clapper Rail (Atlantic Coast),Rallus crepitans crepitans/waynei,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",,clarai11
5091,issf,clarai2,Clapper Rail (Gulf Coast),Rallus crepitans saturatus/scottii,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",,clarai11
5094,issf,clarai7,Clapper Rail (Caribbean),Rallus crepitans [caribaeus Group],Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",,clarai11
5099,issf,clarai9,Clapper Rail (Yucatan),Rallus crepitans [pallidus Group],Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",,clarai11
5103,hybrid,x00948,King x Clapper Rail (hybrid),Rallus elegans x crepitans,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",,
5104,slash,rallus,King/Clapper Rail,Rallus elegans/crepitans,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",,
5105,slash,clarai,Ridgway's/Mangrove/Clapper Rail,Rallus obsoletus/longirostris/crepitans,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",,
5106,spuh,larrai1,large rail sp.,Rallus sp. (large Rallus sp.),Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",,
5107,species,plfrai1,Plain-flanked Rail,Rallus wetmorei,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",,
5108,species,virrai,Virginia Rail,Rallus limicola,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",,
5109,issf,virrai2,Virginia Rail (Virginia),Rallus limicola limicola/friedmanni,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",,virrai
5112,issf,virrai1,Virginia Rail (Ecuadorian),Rallus limicola aequatorialis,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",,virrai
5113,slash,y00602,King/Virginia Rail,Rallus elegans/limicola,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",,
5114,species,bograi1,Bogota Rail,Rallus semiplumbeus,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",,
5117,species,ausrai1,Austral Rail,Rallus antarcticus,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",,
5118,species,watrai1,Water Rail,Rallus aquaticus,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",,
5122,species,bncrai1,Brown-cheeked Rail,Rallus indicus,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",,
5123,slash,y00949,Water/Brown-cheeked Rail,Rallus aquaticus/indicus,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",,
5124,species,afrrai1,African Rail,Rallus caerulescens,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",,
5125,species,madrai1,Madagascar Rail,Rallus madagascariensis,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",,
5126,spuh,rallus1,Rallus sp.,Rallus sp.,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",,
5127,species,whtrai1,White-throated Rail,Dryolimnas cuvieri,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",,
5131,species,reurai1,Reunion Rail,Dryolimnas augusti,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",,
5132,species,redrai1,Red Rail,Aphanapteryx bonasia,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",,
5133,species,rodrai1,Rodrigues Rail,Erythromachus leguati,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",,
5134,species,corcra,Corn Crake,Crex crex,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",,
5135,species,afrcra1,African Crake,Crex egregia,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",,
5136,species,rourai1,Rouget's Rail,Rougetius rougetii,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",,
5137,species,inirai1,Inaccessible Island Rail,Atlantisia rogersi,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",,
5138,species,sthcra1,St. Helena Crake,Atlantisia podarces,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",,
5139,species,asccra1,Ascension Crake,Mundia elpenor,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",,
5140,species,plarai1,Snoring Rail,Aramidopsis plateni,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",,
5141,species,slbrai1,Slaty-breasted Rail,Lewinia striata,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",,
5149,species,luzrai1,Luzon Rail,Lewinia mirifica,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",,
5150,species,lewrai1,Lewin's Rail,Lewinia pectoralis,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",,
5159,species,auirai1,Auckland Islands Rail,Lewinia muelleri,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",,
5160,species,bafrai2,Blue-faced Rail,Gymnocrex rosenbergii,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",,
5161,species,baerai1,Bare-eyed Rail,Gymnocrex plumbeiventris,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",,
5164,species,talrai1,Talaud Rail,Gymnocrex talaudensis,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",,
5165,species,hawrai1,Hawkins's Rail,Diaphorapteryx hawkinsi,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",,
5166,species,calrai1,Calayan Rail,Gallirallus calayanensis,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",,
5167,species,invrai1,Invisible Rail,Gallirallus wallacii,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",,
5168,species,cherai1,Chestnut Rail,Gallirallus castaneoventris,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",,
5171,species,weka1,Weka,Gallirallus australis,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",,
5176,species,necrai1,New Caledonian Rail,Gallirallus lafresnayanus,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",,
5177,species,lohrai1,Lord Howe Rail,Gallirallus sylvestris,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",,
5178,species,okirai1,Okinawa Rail,Gallirallus okinawae,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",,
5179,species,tahrai1,Tahiti Rail,Gallirallus pacificus,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",,
5180,species,bubrai1,Buff-banded Rail,Gallirallus philippensis,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",,
5202,species,chirai1,Chatham Islands Rail,Gallirallus modestus,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",,
5203,species,dierai1,Dieffenbach's Rail,Gallirallus dieffenbachii,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",,
5204,species,nebrai1,New Britain Rail,Gallirallus insignis,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",,
5205,species,woorai1,Woodford's Rail,Gallirallus woodfordi,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",,
5206,issf,woorai2,Woodford's Rail (Bougainville),Gallirallus woodfordi tertius,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",,woorai1
5207,issf,woorai3,Woodford's Rail (Santa Isabel),Gallirallus woodfordi immaculatus,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",,woorai1
5208,issf,woorai4,Woodford's Rail (Guadalcanal),Gallirallus woodfordi woodfordi,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",,woorai1
5209,species,bawrai1,Bar-winged Rail,Gallirallus poecilopterus,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",,
5210,species,guarai1,Guam Rail,Gallirallus owstoni,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",,
5211,species,wairai1,Wake Island Rail,Gallirallus wakensis,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",,
5212,species,barrai1,Barred Rail,Gallirallus torquatus,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",,
5218,species,rovrai1,Roviana Rail,Gallirallus rovianae,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",,
5219,species,gytrai1,Gray-throated Rail,Canirallus oculeus,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",,
5220,species,astcra1,Ash-throated Crake,Mustelirallus albicollis,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",,
5223,species,colcra2,Colombian Crake,Mustelirallus colombianus,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",,
5226,species,pabcra,Paint-billed Crake,Mustelirallus erythrops,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",,
5229,species,zaprai1,Zapata Rail,Cyanolimnas cerverai,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",,
5230,species,sporai,Spotted Rail,Pardirallus maculatus,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",,
5233,species,blarai1,Blackish Rail,Pardirallus nigricans,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",,
5236,species,plurai1,Plumbeous Rail,Pardirallus sanguinolentus,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",,
5243,species,unicra1,Uniform Crake,Amaurolimnas concolor,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",,
5247,species,giwrai1,Giant Wood-Rail,Aramides ypecaha,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",,
5248,species,brwrai1,Brown Wood-Rail,Aramides wolfi,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",,
5249,species,liwrai1,Little Wood-Rail,Aramides mangle,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",,
5250,species,rnwrai1,Rufous-necked Wood-Rail,Aramides axillaris,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",,
5251,species,runwor1,Russet-naped Wood-Rail,Aramides albiventris,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",,
5252,species,gycwor1,Gray-cowled Wood-Rail,Aramides cajaneus,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",,
5253,issf,gycwor2,Gray-cowled Wood-Rail (Gray-cowled),Aramides cajaneus cajaneus,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",,gycwor1
5254,issf,gycwor3,Gray-cowled Wood-Rail (Gray-backed),Aramides cajaneus avicenniae,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",,gycwor1
5255,slash,gnwrai1,Russet-naped/Gray-cowled Wood-Rail,Aramides albiventris/cajaneus,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",,
5256,species,rwwrai1,Red-winged Wood-Rail,Aramides calopterus,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",,
5257,species,sbwrai1,Slaty-breasted Wood-Rail,Aramides saracura,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",,
5258,spuh,wood-r1,wood-rail sp.,Aramides sp.,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",,
5259,species,btnhen1,Black-tailed Nativehen,Tribonyx ventralis,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",,
5260,species,hodwat1,Hodgen's Waterhen,Tribonyx hodgenorum,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",,
5261,species,tanhen1,Tasmanian Nativehen,Tribonyx mortierii,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",,
5262,species,spfgal1,Spot-flanked Gallinule,Porphyriops melanops,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",,
5266,species,sora,Sora,Porzana carolina,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",,
5267,species,spocra1,Spotted Crake,Porzana porzana,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",,
5268,species,auscra1,Australian Crake,Porzana fluminea,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",,
5269,species,dowcra1,Dot-winged Crake,Porzana spiloptera,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",,
5270,species,lesmoo1,Lesser Moorhen,Paragallinula angulata,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",,
5271,species,sacmoo1,Makira Moorhen,Gallinula silvestris,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",,
5272,species,trimoo2,Tristan Moorhen,Gallinula nesiotis,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",,
5273,species,trimoo3,Gough Moorhen,Gallinula comeri,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",,
5274,species,commoo3,Eurasian Moorhen,Gallinula chloropus,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",,
5280,species,comgal1,Common Gallinule,Gallinula galeata,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",,
5281,issf,commoo2,Common Gallinule (American),Gallinula galeata [galeata Group],Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",,comgal1
5287,issf,comgal2,Common Gallinule (Altiplano),Gallinula galeata garmani,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",,comgal1
5288,issf,commoo1,Common Gallinule (Hawaiian),Gallinula galeata sandvicensis,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",,comgal1
5289,slash,commoo,Eurasian Moorhen/Common Gallinule,Gallinula chloropus/galeata,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",,
5290,species,dusmoo1,Dusky Moorhen,Gallinula tenebrosa,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",,
5294,species,sammoo1,Samoan Moorhen,Gallinula pacifica,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",,
5295,species,refcoo1,Red-fronted Coot,Fulica rufifrons,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",,
5296,species,horcoo1,Horned Coot,Fulica cornuta,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",,
5297,species,giacoo1,Giant Coot,Fulica gigantea,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",,
5298,species,regcoo1,Red-gartered Coot,Fulica armillata,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",,
5299,species,eurcoo,Eurasian Coot,Fulica atra,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",,
5304,species,mascoo1,Mascarene Coot,Fulica newtonii,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",,
5305,species,rekcoo1,Red-knobbed Coot,Fulica cristata,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",,
5306,slash,y00680,Eurasian/Red-knobbed Coot,Fulica atra/cristata,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",,
5307,hybrid,x00911,Eurasian x Red-knobbed Coot (hybrid),Fulica atra x cristata,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",,
5308,species,hawcoo,Hawaiian Coot,Fulica alai,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",,
5309,form,hawcoo1,Hawaiian Coot (Red-shielded),Fulica alai (Red-shielded),Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",,hawcoo
5310,form,hawcoo2,Hawaiian Coot (White-shielded),Fulica alai (White-shielded),Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",,hawcoo
5311,species,y00475,American Coot,Fulica americana,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",,
5314,form,amecoo,American Coot (Red-shielded),Fulica americana (Red-shielded),Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",,y00475
5315,form,carcoo1,American Coot (White-shielded),Fulica americana (White-shielded),Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",,y00475
5316,species,slccoo1,Slate-colored Coot,Fulica ardesiaca,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",,
5317,form,slccoo2,Slate-colored Coot (White-billed),Fulica ardesiaca (White-billed),Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",,slccoo1
5318,form,slccoo3,Slate-colored Coot (Yellow-billed),Fulica ardesiaca (Yellow-billed),Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",,slccoo1
5319,hybrid,x00845,Red-gartered x Slate-colored Coot (hybrid),Fulica armillata x ardesiaca,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",,
5320,species,whwcoo1,White-winged Coot,Fulica leucoptera,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",,
5321,spuh,coot1,coot sp.,Fulica sp.,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",,
5322,species,allgal1,Allen's Gallinule,Porphyrio alleni,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",,
5323,species,purgal2,Purple Gallinule,Porphyrio martinica,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",,
5324,species,azugal1,Azure Gallinule,Porphyrio flavirostris,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",,
5325,species,marswa1,Marquesan Swamphen,Porphyrio paepae,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",,
5326,species,necgal1,New Caledonian Gallinule,Porphyrio kukwiedei,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",,
5327,species,reugal1,Reunion Gallinule,Porphyrio caerulescens,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",,
5328,species,purswa1,Western Swamphen,Porphyrio porphyrio,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",,
5329,species,purswa4,Black-backed Swamphen,Porphyrio indicus,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",,
5330,species,purswa2,African Swamphen,Porphyrio madagascariensis,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",,
5331,species,takahe3,South Island Takahe,Porphyrio hochstetteri,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",,
5332,species,takahe2,North Island Takahe,Porphyrio mantelli,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",,
5333,species,purswa6,Australasian Swamphen,Porphyrio melanotus,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",,
5339,species,purswa5,Philippine Swamphen,Porphyrio pulverulentus,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",,
5340,species,lohswa1,Lord Howe Swamphen,Porphyrio albus,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",,
5341,species,purswa3,Gray-headed Swamphen,Porphyrio poliocephalus,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",,
5346,hybrid,x00844,Black-backed x Gray-headed Swamphen (hybrid),Porphyrio indicus x poliocephalus,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",,
5347,slash,y00951,Black-backed/Gray-headed Swamphen,Porphyrio indicus/poliocephalus,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",,
5348,spuh,purswa,swamphen sp.,Porphyrio sp. (swamphen sp.),Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",,
5349,spuh,y00614,moorhen/coot/gallinule sp.,Gallinula/Fulica/Porphyrio sp.,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",,
5350,species,nkurai1,Nkulengu Rail,Himantornis haematopus,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",,
5351,species,ngfrai1,New Guinea Flightless Rail,Megacrex inepta,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",,
5354,species,waterc1,Watercock,Gallicrex cinerea,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",,
5355,species,isabuh1,Isabelline Bush-hen,Amaurornis isabellina,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",,
5356,species,plabuh1,Plain Bush-hen,Amaurornis olivacea,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",,
5357,species,whbwat1,White-breasted Waterhen,Amaurornis phoenicurus,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",,
5362,species,talbuh1,Talaud Bush-hen,Amaurornis magnirostris,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",,
5363,species,rutbuh1,Pale-vented Bush-hen,Amaurornis moluccana,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",,
5368,species,whbcra1,White-browed Crake,Amaurornis cinerea,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",,
5369,species,strcra1,Striped Crake,Amaurornis marginalis,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",,
5370,species,chfrai1,Chestnut Forest-Rail,Rallina rubra,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",,
5374,species,wsfrai1,White-striped Forest-Rail,Rallina leucospila,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",,
5375,species,forrai1,Forbes's Rail,Rallina forbesi,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",,
5380,species,mayrai1,Mayr's Rail,Rallina mayri,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",,
5383,species,rencra1,Red-necked Crake,Rallina tricolor,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",,
5384,species,andcra1,Andaman Crake,Rallina canningi,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",,
5385,form,grncra1,Great Nicobar Crake (undescribed form),Rallina [undescribed form],Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",,
5386,species,relcra1,Red-legged Crake,Rallina fasciata,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",,
5387,species,sllcra1,Slaty-legged Crake,Rallina eurizonoides,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",,
5395,spuh,rallin1,Rallina sp.,Rallina sp.,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",,
5396,species,rubcra1,Ruddy-breasted Crake,Zapornia fusca,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",,
5401,species,babcra1,Band-bellied Crake,Zapornia paykullii,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",,
5402,species,brocra1,Brown Crake,Zapornia akool,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",,
5405,species,blacra1,Black Crake,Zapornia flavirostra,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",,
5406,species,litcra1,Little Crake,Zapornia parva,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",,
5407,species,baicra1,Baillon's Crake,Zapornia pusilla,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",,
